1,1,0,0,3840,2010,1.0
56,1,1661,1297,292,192,1.0
57,1,1669,1308,270,182,1.0
58,1,1660,1308,279,183,1.0
59,1,1659,1309,279,184,1.0
60,1,1659,1309,279,185,1.0
61,1,1659,1295,297,201,1.0
62,1,1658,1309,280,188,1.0
63,1,1658,1309,280,189,1.0
64,1,1667,1314,266,185,1.0
65,1,1658,1325,262,174,1.0
66,1,1666,1319,262,181,1.0
67,1,1665,1322,259,179,1.0
68,1,1657,1322,267,180,1.0
69,1,1665,1322,259,181,1.0
70,1,1657,1326,262,178,1.0
71,1,1657,1326,262,179,1.0
72,1,1657,1344,242,162,1.0
73,1,1657,1344,241,163,1.0
74,1,1656,1344,242,165,1.0
75,1,1663,1326,257,184,1.0
76,1,1662,1325,259,186,1.0
77,1,1663,1325,258,187,1.0
78,1,1663,1326,257,187,1.0
79,1,1663,1327,256,187,1.0
80,1,1663,1327,256,188,1.0
81,1,1661,1332,253,184,1.0
82,1,1661,1339,245,178,1.0
83,1,1662,1339,244,179,1.0
84,1,1662,1339,244,180,1.0
85,1,1661,1346,237,174,1.0
86,1,1661,1350,234,171,1.0
87,1,1661,1349,235,173,1.0
88,1,1660,1349,235,174,1.0
89,1,1660,1349,235,176,1.0
90,1,1659,1350,236,175,1.0
91,1,1651,1350,244,176,1.0
92,1,1650,1351,244,176,1.0
93,1,1650,1351,244,177,1.0
94,1,1649,1352,245,178,1.0
95,1,1649,1360,235,171,1.0
96,1,1649,1361,234,171,1.0
97,1,1648,1361,235,172,1.0
98,1,1648,1394,201,140,1.0
99,1,1648,1394,201,141,1.0
100,1,1647,1395,200,140,1.0
101,1,1647,1395,200,141,1.0
102,1,1647,1395,200,142,1.0
103,1,1647,1394,202,145,1.0
104,1,1646,1395,201,145,1.0
105,1,1646,1396,201,145,1.0
106,1,1645,1396,202,145,1.0
107,1,1645,1396,202,147,1.0
108,1,1645,1396,202,148,1.0
109,1,1645,1396,203,150,1.0
110,1,1645,1396,203,151,1.0
111,1,1644,1397,204,151,1.0
112,1,1644,1397,204,153,1.0
113,1,1644,1397,205,154,1.0
114,1,1644,1396,206,156,1.0
115,1,1644,1366,236,188,1.0
116,1,1644,1361,241,194,1.0
117,1,1644,1361,241,195,1.0
118,1,1644,1351,251,207,1.0
119,1,1644,1351,251,208,1.0
120,1,1644,1348,254,213,1.0
121,1,1644,1340,263,222,1.0
122,1,1644,1338,265,225,1.0
123,1,1644,1333,270,231,1.0
124,1,1644,1329,274,236,1.0
125,1,1644,1327,276,240,1.0
126,1,1644,1327,276,240,1.0
127,1,1644,1327,277,241,1.0
128,1,1644,1324,280,245,1.0
129,1,1644,1324,280,246,1.0
130,1,1644,1324,280,247,1.0
131,1,1644,1327,277,245,1.0
132,1,1644,1326,278,247,1.0
133,1,1644,1327,277,246,1.0
134,1,1643,1330,274,245,1.0
135,1,1643,1337,269,238,1.0
136,1,1643,1350,254,226,1.0
137,1,1643,1350,254,227,1.0
138,1,1643,1355,250,223,1.0
139,1,1643,1353,252,225,1.0
140,1,1642,1366,241,213,1.0
141,1,1641,1373,236,207,1.0
142,1,1641,1375,234,206,1.0
143,1,1641,1401,210,181,1.0
144,1,1640,1401,211,181,1.0
145,1,1640,1401,211,182,1.0
146,1,1640,1402,211,182,1.0
147,1,1640,1403,211,182,1.0
148,1,1640,1439,182,147,1.0
149,1,1639,1439,183,148,1.0
150,1,1639,1439,183,149,1.0
151,1,1639,1439,183,150,1.0
152,1,1639,1441,182,149,1.0
