153,1,1639,1436,186,155,1.0
154,1,1640,1436,185,156,1.0
155,1,1640,1436,185,157,1.0
156,1,1640,1411,207,183,1.0
157,1,1640,1403,214,183,1.0
158,1,1640,1402,214,183,1.0
159,1,1640,1393,221,193,1.0
160,1,1640,1390,224,198,1.0
161,1,1654,1392,208,207,1.0
162,1,1653,1383,217,217,1.0
163,1,1641,1382,230,218,1.0
164,1,1641,1373,237,228,1.0
165,1,1641,1382,230,220,1.0
166,1,1641,1368,241,235,1.0
167,1,1641,1370,240,234,1.0
168,1,1641,1373,238,231,1.0
169,1,1641,1373,238,232,1.0
170,1,1641,1374,238,232,1.0
171,1,1641,1371,240,236,1.0
172,1,1641,1374,238,234,1.0
173,1,1641,1374,238,234,1.0
174,1,1641,1374,238,235,1.0
175,1,1641,1374,238,236,1.0
176,1,1641,1374,238,237,1.0
177,1,1641,1379,234,232,1.0
178,1,1641,1385,230,227,1.0
179,1,1641,1385,229,228,1.0
180,1,1641,1385,229,229,1.0
181,1,1641,1385,229,229,1.0
182,1,1641,1389,227,226,1.0
183,1,1641,1389,227,228,1.0
184,1,1641,1392,224,225,1.0
185,1,1641,1392,224,227,1.0
186,1,1641,1386,229,233,1.0
187,1,1641,1386,229,235,1.0
188,1,1646,1386,224,235,1.0
189,1,1646,1386,224,236,1.0
190,1,1647,1387,223,236,1.0
191,1,1647,1387,223,238,1.0
192,1,1647,1386,223,240,1.0
193,1,1641,1386,229,240,1.0
194,1,1641,1386,229,241,1.0
195,1,1641,1386,229,242,1.0
196,1,1641,1386,229,243,1.0
197,1,1641,1387,229,243,1.0
198,1,1642,1394,223,237,1.0
199,1,1642,1394,223,237,1.0
200,1,1642,1387,228,246,1.0
201,1,1643,1386,228,248,1.0
202,1,1643,1387,227,248,1.0
203,1,1653,1332,218,304,1.0
204,1,1653,1386,218,251,1.0
205,1,1643,1385,229,253,1.0
206,1,1643,1385,229,254,1.0
207,1,1643,1385,229,255,1.0
208,1,1643,1338,229,302,1.0
209,1,1643,1338,229,303,1.0
210,1,1643,1338,229,304,1.0
211,1,1644,1342,227,289,1.0
212,1,1644,1342,226,302,1.0
213,1,1644,1342,223,292,1.0
214,1,1643,1350,221,295,1.0
215,1,1643,1350,218,295,1.0
216,1,1642,1350,216,285,1.0
217,1,1643,1350,213,286,1.0
218,1,1642,1350,212,288,1.0
219,1,1642,1350,212,299,1.0
220,1,1641,1434,198,217,1.0
221,1,1642,1435,197,216,1.0
222,1,1642,1435,197,217,1.0
223,1,1642,1438,195,215,1.0
224,1,1641,1438,195,215,1.0
225,1,1641,1439,195,214,1.0
226,1,1640,1446,193,208,1.0
227,1,1640,1446,193,201,1.0
228,1,1640,1446,193,209,1.0
229,1,1641,1446,192,209,1.0
230,1,1642,1446,191,209,1.0
231,1,1642,1447,190,211,1.0
232,1,1642,1447,190,210,1.0
233,1,1642,1446,191,213,1.0
234,1,1644,1441,192,218,1.0
235,1,1645,1442,192,219,1.0
236,1,1645,1442,192,219,1.0
237,1,1647,1441,190,221,1.0
238,1,1647,1441,190,210,1.0
239,1,1647,1441,190,223,1.0
240,1,1648,1441,189,224,1.0
241,1,1648,1441,190,225,1.0
242,1,1647,1441,191,225,1.0
243,1,1647,1441,191,226,1.0
244,1,1643,1440,195,228,1.0
245,1,1643,1440,195,230,1.0
246,1,1643,1419,207,251,1.0
247,1,1643,1419,207,252,1.0
248,1,1643,1419,207,253,1.0
249,1,1643,1434,199,239,1.0
250,1,1643,1434,199,240,1.0
251,1,1643,1427,203,248,1.0
252,1,1643,1427,203,250,1.0
253,1,1643,1428,202,250,1.0
254,1,1648,1427,198,251,1.0
255,1,1642,1420,208,249,1.0
256,1,1644,1420,206,248,1.0
257,1,1643,1420,207,249,1.0
258,1,1648,1420,202,250,1.0
259,1,1643,1426,204,246,1.0
260,1,1643,1420,207,253,1.0
261,1,1644,1420,206,257,1.0
262,1,1647,1420,203,266,1.0
263,1,1649,1420,201,266,1.0
264,1,1649,1420,201,267,1.0
265,1,1645,1420,205,267,1.0
266,1,1645,1423,204,266,1.0
267,1,1645,1423,204,268,1.0
268,1,1645,1423,204,270,1.0
269,1,1645,1423,204,271,1.0
270,1,1646,1423,203,272,1.0
271,1,1646,1423,203,274,1.0
272,1,1646,1420,204,279,1.0
273,1,1645,1418,213,282,1.0
274,1,1645,1419,214,282,1.0
275,1,1645,1418,211,285,1.0
276,1,1646,1418,210,285,1.0
277,1,1645,1418,229,285,1.0
278,1,1645,1418,211,287,1.0
279,1,1645,1418,236,287,1.0
280,1,1645,1418,236,289,1.0
281,1,1645,1420,236,293,1.0
282,1,1650,1420,231,295,1.0
283,1,1650,1418,231,299,1.0
284,1,1651,1419,230,296,1.0
285,1,1643,1419,239,297,1.0
286,1,1644,1419,243,298,1.0
287,1,1644,1421,243,297,1.0
288,1,1644,1421,243,301,1.0
289,1,1646,1421,241,301,1.0
290,1,1644,1421,243,302,1.0
291,1,1644,1423,243,307,1.0
292,1,1645,1423,242,307,1.0
293,1,1645,1425,242,306,1.0
294,1,1646,1425,241,312,1.0
295,1,1645,1423,242,314,1.0
296,1,1650,1423,237,313,1.0
297,1,1648,1423,239,315,1.0
298,1,1652,1425,235,314,1.0
299,1,1653,1425,234,316,1.0
300,1,1654,1425,233,318,1.0
301,1,1656,1429,231,315,1.0
302,1,1652,1430,235,321,1.0
303,1,1653,1430,234,321,1.0
304,1,1653,1430,234,322,1.0
305,1,1654,1432,233,322,1.0
306,1,1644,1437,243,318,1.0
307,1,1652,1438,235,319,1.0
308,1,1653,1439,234,321,1.0
309,1,1652,1448,235,314,1.0
310,1,1652,1450,235,313,1.0
311,1,1655,1452,232,317,1.0
312,1,1652,1452,235,317,1.0
313,1,1653,1455,234,318,1.0
314,1,1653,1455,234,317,1.0
315,1,1655,1456,232,325,1.0
316,1,1656,1461,231,319,1.0
317,1,1656,1464,231,318,1.0
318,1,1656,1458,232,335,1.0
319,1,1657,1458,231,335,1.0
320,1,1657,1465,231,330,1.0
321,1,1657,1469,231,326,1.0
322,1,1658,1479,229,317,1.0
323,1,1657,1491,230,304,1.0
324,1,1657,1493,230,302,1.0
325,1,1657,1499,230,305,1.0
326,1,1658,1501,230,307,1.0
327,1,1658,1511,230,300,1.0
328,1,1658,1518,231,293,1.0
329,1,1658,1519,231,292,1.0
330,1,1658,1522,231,289,1.0
331,1,1658,1527,231,288,1.0
332,1,1657,1530,232,283,1.0
333,1,1661,1531,228,284,1.0
334,1,1658,1532,232,283,1.0
335,1,1659,1535,231,282,1.0
336,1,1660,1558,230,268,1.0
337,1,1660,1559,230,270,1.0
338,1,1661,1571,229,258,1.0
339,1,1661,1571,230,261,1.0
340,1,1661,1571,230,260,1.0
341,1,1663,1571,228,260,1.0
342,1,1664,1570,227,262,1.0
343,1,1663,1550,231,283,1.0
344,1,1665,1524,226,317,1.0
345,1,1668,1523,223,318,1.0
346,1,1669,1511,222,331,1.0
347,1,1669,1511,225,333,1.0
348,1,1673,1512,221,332,1.0
349,1,1674,1512,220,334,1.0
350,1,1675,1512,223,336,1.0
351,1,1676,1509,222,340,1.0
352,1,1678,1503,220,346,1.0
353,1,1679,1503,219,346,1.0
354,1,1681,1503,219,347,1.0
355,1,1682,1501,218,354,1.0
356,1,1682,1501,219,355,1.0
357,1,1686,1501,215,355,1.0
358,1,1685,1502,218,355,1.0
359,1,1685,1509,218,351,1.0
360,1,1685,1509,218,352,1.0
361,1,1685,1517,215,345,1.0
362,1,1687,1518,213,346,1.0
363,1,1688,1519,212,348,1.0
364,1,1691,1520,209,341,1.0
365,1,1693,1521,208,342,1.0
366,1,1693,1525,208,338,1.0
367,1,1692,1534,250,329,1.0
368,1,1692,1537,250,343,1.0
369,1,1692,1535,252,347,1.0
370,1,1693,1547,251,342,1.0
371,1,1694,1547,250,343,1.0
372,1,1695,1561,249,329,1.0
373,1,1697,1561,246,330,1.0
374,1,1697,1561,246,331,1.0
375,1,1697,1562,247,333,1.0
376,1,1697,1570,233,326,1.0
377,1,1699,1571,245,327,1.0
378,1,1699,1571,245,327,1.0
379,1,1696,1573,247,330,1.0
380,1,1696,1572,248,324,1.0
381,1,1696,1573,245,327,1.0
382,1,1696,1575,245,326,1.0
383,1,1697,1576,245,326,1.0
384,1,1705,1576,237,324,1.0
385,1,1705,1575,237,331,1.0
386,1,1705,1579,237,344,1.0
387,1,1703,1598,239,311,1.0
388,1,1706,1598,239,327,1.0
389,1,1706,1598,239,329,1.0
390,1,1703,1599,242,333,1.0
391,1,1705,1599,240,331,1.0
392,1,1705,1605,240,329,1.0
393,1,1712,1605,233,330,1.0
394,1,1715,1605,230,333,1.0
395,1,1713,1606,232,333,1.0
396,1,1717,1606,228,334,1.0
397,1,1718,1605,227,337,1.0
398,1,1719,1606,227,347,1.0
399,1,1720,1604,226,351,1.0
400,1,1720,1606,225,349,1.0
401,1,1721,1606,224,349,1.0
402,1,1721,1608,212,347,1.0
403,1,1722,1608,211,348,1.0
404,1,1722,1609,211,348,1.0
405,1,1723,1617,213,341,1.0
406,1,1724,1617,212,349,1.0
407,1,1724,1617,212,349,1.0
408,1,1724,1621,212,348,1.0
409,1,1725,1629,211,343,1.0
410,1,1725,1633,212,338,1.0
411,1,1725,1635,212,341,1.0
412,1,1726,1636,211,343,1.0
413,1,1727,1645,210,334,1.0
414,1,1727,1647,210,336,1.0
415,1,1727,1648,210,337,1.0
416,1,1727,1649,210,336,1.0
417,1,1728,1650,209,336,1.0
418,1,1729,1651,208,336,1.0
419,1,1729,1683,208,306,1.0
420,1,1729,1686,208,305,1.0
421,1,1731,1687,206,311,1.0
422,1,1731,1687,206,309,1.0
423,1,1732,1688,205,310,1.0
424,1,1732,1688,205,312,1.0
425,1,1732,1698,209,302,1.0
426,1,1733,1698,209,305,1.0
427,1,1735,1701,208,309,1.0
428,1,1735,1714,221,296,1.0
429,1,1736,1720,225,290,1.0
430,1,1736,1733,225,277,1.0
431,1,1737,1735,224,275,1.0
432,1,1737,1748,233,262,1.0
433,1,1738,1756,232,254,1.0
434,1,1739,1756,231,254,1.0
435,1,1739,1756,231,254,1.0
436,1,1739,1756,231,254,1.0
437,1,1740,1756,230,254,1.0
438,1,1740,1756,230,254,1.0
439,1,1740,1756,230,254,1.0
440,1,1741,1756,229,254,1.0
441,1,1744,1757,226,253,1.0
442,1,1744,1755,226,255,1.0
443,1,1744,1754,226,256,1.0
444,1,1744,1754,232,256,1.0
445,1,1744,1755,232,255,1.0
446,1,1744,1757,233,253,1.0
447,1,1745,1757,234,253,1.0
448,1,1745,1758,234,252,1.0
449,1,1745,1758,234,252,1.0
